7,"WASHINGTON: With India battling swine flu, an eminent Indian-American doctor has said it is the right time the government in the country accelerates process of training its doctors in infectious diseases or else it could be too late to bring the situation under control.With a country of a billion plus population, India is literally sitting on a time bomb of infectious disease, and it is quite depressing that the Indian Government and the health officials despite knowing this fact are reluctant to accelerate the process in this regard, Dr Navin Shah, One of the founders of the American Association of Physicians of Indian Origin (AAPI) and its past president, said.Dr Shah says he has been unsuccessfully campaigning in New Delhi for the last three years to push India to train its doctors in infectious diseases (ID).",1
7,"""There are over 50 million infectious disease patients in India and has no specialist.",1
7,"Compared to this, in US, where deaths due to ID are minuscule, there are about 6,000 ID specialists,"" Shah, who hails from the Pune city, told PTI in an interview.A country of one billion people needs at least 15,000 ID specialists.Maryland-based urologist, Dr Shah says there are no takers in New Delhi for his proposal to train at least one Indian doctor free of cost in US on infectious diseases.",1
8,Are the rising swine flu casualties giving you jitters?,0
8,Not sure how you can avoid falling prey to the growing epidemic?,0
8,"First and foremost, there is absolutely no need to panic.Here are some easy steps you can take to tackle a flu virus of any kind, including swine flu.",1
8,It is not necessary to follow all the steps at once.,0
8,You can pick and choose a combination of remedies that suit you best.,0
8,"However, if you are already suffering from flu, these measures can help only up to an extent.1.",0
8,Have five duly washed leaves of Tulsi (known as Basil in English; medicinal name Ocimum sanctum) everyday in the morning.,1
8,Tulsi has a large number of therapeutic properties.,0
8,It keeps throat and lungs clear and helps in infections by way of strengthening your immunity.2.,1
8,Giloi (medicinal name Tinospora cordifolia) is a commonly available plant in many areas.,1
8,"Take a one-foot long branch of giloi, add five to six leaves of Tulsi and boil in water for 15-20 minutes or long enough to allow the water to extract its properties.",1
8,"Add black pepper and sendha (salt used during religious fasts), rock or black salt, or Misri (crystalised sugar like lumps to make it sweet) according to taste.",1
8,Let it cool a bit and drink this kadha (concoction) while still warm.,1
8,It will work wonders for your immunity.,1
8,"If giloi plant is not available, get processed giloi powder from Hamdard or others, and concoct a similar drink once a day.3.",1
8,A small piece of camphor (kapoor) approximately the size of a tablet should be taken once or twice a month.,1
8,It can be swallowed with water by adults while children can take it along with mashed potatoes or banana because they will find it difficult to have it without any aides.,0
8,"Please remember camphor is not to be taken everyday, but only once each season, or once a month.4.",0
8,"Those who can take garlic, must have two pods of raw garlic first thing in the morning.",1
8,To be swallowed daily with lukewarm water.,0
8,Garlic too strengthens immunity like the earlier measures mentioned.5.,0
8,"Those not allergic to milk, must take a glass of hot or lukewarm milk every night with a small measure of haldi (turmeric).6.",1
8,Aloe vera (gwarpatha) too is a commonly available plant.,0
8,"Its thick and long, cactus-like leaves have an odourless gel.",0
8,"A teaspoon gel taken with water daily can work wonders for not only your skin and joint pains, but also boost immunity.7.",1
8,"Take homeopathic medicines — Pyrogenium 200 and Inflenzium 200 in particular — five tablets three times a day, or two-three drops three times a day.",1
8,"While these are not specifically targeted at H1N1 either, these work well as preventive against common flu virus.8.",0
8,Do Pranayam daily (preferably under guidance if you are already not initiated into it) and go for morning jog/walk regularly to keep your throat and lungs in good condition and body in fine fettle.,1
8,"Even in small measures, it will work wonders for your body's resistance against all such diseases which attack the nose, throat and lungs, besides keeping you fit.9.",1
8,"Have citrus fruits, particularly Vitamin C rich Amla (Indian gooseberry) juice.",1
8,"Since fresh Amla is not yet available in the market (not for another three to four months), it is not a bad idea to buy packaged Amla juice which is commonly available nowadays.10.",0
8,"Last but not the least, wash your hands frequently every day with soap and warm water for 15-20 seconds; especially before meals, or each time after touching a surface that you suspect could be contaminated with flu virus such as a door handle or a knob/handle, especially if you have returned from a public place or used public transport.",0
8,Alcohol-based hand cleaners should be kept handy at all times and used until you can get soap and warm water.,1
8,"(The author is an avid reader and follower of alternative therapies including spiritual healing, ayurveda, yoga and homeopathy",0
9,"NEW DELHI: With an aim to launch vaccine for Influenza H1N1 A Virus (swine flu) in India, Cadila Pharmaceutical will seek the government's nod in two days for initiating clinical trials in this regard.Cadila Pharmaceutical Ltd (CPL) had set up a joint venture 'CPL Biologicals Pvt Ltd' with the US-based vaccine maker Novavax for manufacturing and developing a host of vaccines, including for swine flu, in India.",1
9,"""The joint venture is going to file the application with the Drug Controller General of India (DCGI) in the next two days for phase-I clinical trials for swine flu vaccine,"" CPL Chairman and Managing Director I A Modi said.Modi expressed confidence that Cadila would be the first Indian pharma company to launch the swine flu vaccine in India by December.",1
9,"""If we get the permission of DCGI soon, then with the advanced technology available from our partner, (we) would be able to launch it in India by December this year,"" Modi said.With its existing facility, Cipla can produce up to one million doses of the vaccine per month, which can be scaled up to two million doses, Modi said.",1
9,"""Novavax has already received permission for clinical trials from the US Federal Drug Administration and if we get it soon, we can simultaneously start the trials,"" he added.The government has already indicated that swine flu related applications it would clear on a fast track basis and the company is hopeful of getting instant approval for it, Modi added.He said to protect from swine flu pandemic, two dosages of the vaccine are required over two weeks.The JV has already started building a facility with an estimated investment of Rs 100 crore.",1
9,"In the joint venture Cadila has 80 per cent stake and the remaining 20 per cent is held by Novavax.Besides this, Cadila Pharma also holds 5.75 per cent stake in Novavax Inc US and has a position on the board of directors of the US-based company.",1
10,NEW YORK: Are you prone to asthma?,0
10,"Then avoid synthetic bedding, for a new study has claimed that it can aggravate asthma more than feather products as it contains high levels of fungal cells.An international team has found that synthetic bedding contains much higher levels of fungi related beta glucan than feather bedding, which are non-allergenic components from the cell walls of fungi that can account for up to 60 per cent of the weight of the cell.",1
10,"""This study adds further strong evidence that feather bedding is better than synthetics if you have asthma.",1
10,This is because beta glucan is pro-inflammatory and associated with lung function changes including peak flow variability in kids.,1
10,"""There have already been a number of international studies that show synthetic bedding is associated with more asthma symptoms compared to feather bedding,"" lead researcher Rob Siebers of Otago University said.For their study, the researchers looked at 178 samples obtained from 35 floors, 35 mattresses, 35 duvets, 73 pillows.",1
10,The total beta glucan levels of synthetic pillows were two to three times higher than from feather pillows.,1
11,"WASHINGTON: As India and other countries grapple with the Swine flu, experts here warned that a new wave of the deadly virus is ready to explode and could sicken millions.Its rapid spread would dominate the proceedings of the North American Leaders' Summit being held in the Mexican city of Guadalajara.Health authorities and experts here have warned governments across the world that the new wave of swine flu could badly hit people in the poor and least-prepared parts of the globe.",1
11,"""The virus is still around and ready to explode,"" William Schaffner, an influenza expert at the Vanderbilt University School of Medicine who advises federal health officials, was quoted as saying by The Washington Post.",1
11,"""We're potentially looking at a very big mess,"" he said.Officials of the Obama Administration said the North America Leader's Summit would discuss the issue and their collective effort to tackle it.",1
11,"""We will focus on preparation for responding to the H1N1 and the North American flu season,"" the National Security Advisor, General (retired) James Jones, told reporters while briefing them on the summit.",1
11,"""Everybody recognises that H1N1 is going to be a challenge for all of us, and there are people who are going to be getting sick in the fall and die,"" John O Brennan, the Deputy National Security Advisor said, adding that the issue presents a significant public health challenge to the US.",1
12,"WASHINGTON: Scientists have developed a ""molecular condom"", which they claim is actually a vaginal gel that would help protect women from contracting the deadly HIV during sexual intercourse.According to them, before sex, women would have to insert the vaginal gel that turns semisolid in the presence of semen, trapping AIDS virus particles in a microscopic mesh so they can't infect vaginal cells.",1
12,"""The first step in the complicated process of HIV infection in a woman is the virus diffusing from semen to vaginal tissue.",1
12,We want to stop that first step.,0
12,We've created the first vaginal gel designed to prevent movement of the AIDS virus.,1
12,This is unique.,0
12,There's nothing like it.,0
12,"""We did it to develop technologies that can enable women to protect themselves against HIV without approval of their partner,"" said lead scientist Prof Patrick Kiser of the University of Utah.According to the scientists, due to cultural and socioeconomic factors, women often are unable to negotiate the use of protection with their partner.",0
12,"""So we developed a vaginal gel that a woman could insert a few hours before sex and could detect the presence of semen and provide a protective barrier between the vaginal tissue and HIV.",1
12,We wanted to build a gel to stop HIV from interacting with vaginal tissue.,1
12,"""It flows at a vaginal pH, and the flow becomes slower and slower as pH increases, and it begins to act more solid at the pH of semen,"" co-scientist Julie Jay said.The scientists estimate that if all goes well, human tests of the gel would start in three to five years, and the gel would reach the market in several more years.The findings of their experiment testing the behaviour of the vaginal gel and showing how it traps AIDS-causing HIV particles are to be published in the upcoming edition of the 'Advanced Functional Materials' journal.",0
13,"MUMBAI: At a time the country is grappling with H1N1 virus and Tamiflu tablet is belived to be the only solution, a well-known medical practitioner today claimed that people can have a cost-effective treatment in homeopathy for swine flu.",1
13,"""The people can take some of cost-effective and clinically proved homeopathic medicines for swine flu treatment as well as prevention,"" Batra's Positive Clinic's chairman and managing director, Dr Mukesh Batra, said.Batra recommends `Oscilococcinium 30' and `Influenzium 200' for swine flu prevention as well as to improve the immune system among the general public towards the flu.",1
13,"""The homeopathy medicine 'Gelsemium 30' has been proved effective clinically in the treatment of swine flu in France a decade back and has been reported in the British journal of Clinical Medicine,"" Batra said.Similarly, treatment for swine-flu was done in Spain during 1917-18 war period with 'Bryonia 30' and proved effective, he said.In the case of Spanish flu, homeopathy brought mortality rate from 30 per cent to one per cent, he claimed.",1
14,NEW DELHI: The good news: fewer women in India now suffer from cervical cancer - counted among the worst of killers.,1
14,"The bad news: breast cancer cases have shot up alarmingly, across the country.A landmark analysis of cancer cases in Delhi, Mumbai, Chennai and Bangalore between 1982-2005 (24 years) by the Indian Council of Medical Research (ICMR) has found that while cervical cancer cases dipped, in some cases by almost 50%, the incidence of breast cancer doubled.",1
14,"And, the trends contained in ICMR's yet-to-be-released report `Time Trends in Cancer Incidence Rates (1982-2005)', were universal in all four cities.In case of cervical cancer, this is how the cases have dropped: In 1982, Bangalore reported 32.4 new cases of cervical cancer in women per 100,000 population every year.",1
14,"The number dipped to 27.2 in 1991, 17 in 2001 and 18.2 in 2005.Delhi, whose records are available from 1988, saw 25.9 new cases of cervical cancer per 100,000 population the same year.",0
14,"It then dipped to 19.1 in 1998 and then to 18.9 in 2005.Mumbai, which recorded 17.9 new cases of cervical cancer per 100,000 population in 1982, recorded 12.7 new cases in 2005.Chennai recorded a fall of almost 50% in cases of cervical cancer in this period of 24 years.",1
14,"In 1982, Chennai recorded 41 cases per 100,000 population; nearly a decade later, in 1991, Chennai's figure of new cases dipped to 33.4.",0
14,"In 2005, new cases fell further to 22 per 100,000 population.Caused by the Human Papiloma Virus (HPV), cervical cancer is often called the poor woman's disease.",0
14,"It was earlier believed that cervical cancer was most common in India, with more than 1.3 lakh new cases reported each year and 74,000 women dying annually from the disease.While Bangalore saw breast cancer cases more than double since 1982 - 15.8 in a population of one lakh in 1982 to 32.2 in 2005 - Chennai recorded 33.5 new cases of breast cancer in 2005 against 18.4 in 1982.Delhi recorded 24.8 new cases of breast cancer a year per 100,000 women which rose to 32.2 in 2005.",0
14,"Mumbai recorded 20.8 new cases of breast cancer per 100,000 population in 1982 which increased by almost 10% in 2005.ICMR director general and secretary of the department of health research Dr V M Katoch told TOI, ``The decline in cases of cancer cervix has been seen across all cancer registries.",0
14,Factors like late age of marriage and fewer children could be responsible for the decline.,1
14,"''Chief of medical oncology at AIIMS and head of the Delhi Cancer Registry Dr Vinod Raina told TOI, ``Increasing number of women are now delivering in institutions which has greatly improved their personal hygiene.",0
14,"Women now marry late and give birth to fewer children, all of which have led to a dip in cervical cancer cases.",1
14,"''Ironically, these are the same factors, according to Dr Raina, which has increased breast cancer rates in India.``Western lifestyle, increased consumption of fat products, obesity, late marriages, delayed child bearing and less number of children being conceived leading to reduced breastfeeding and use of some contraceptives, are all believed to be behind this increased risk of breast cancer.",1
14,"This cancer is also inevitable with an ageing population,'' he added.Dr Raina, however, was quick to say that breast cancer rate in India was much less than that in the West which records around 100 new cases per 100,000 population every year.According to Dr Katoch, the report depicts changes in the incidence rates of cancer and is the first for any chronic disease in India.Certain anatomical sites of cancer have shown a significantly steady increase across all registries, breast cancer being one of them.",0
14,"``This data will now help galvanize India's health system and tell us how we can improve diagnostic capabilities and specialists in some types of cancer affecting Indians most,'' Dr Katoch said.",0
15,"LONDON: Scientists in Japan have managed to grow teeth from stem cells, a development that could make dentures redundant.The researchers, from the University of Tokyo, succeeded in growing a tooth ���germ���, a seed-like piece of tissue which contains the cells and instructions necessary to form a tooth, which they then transplanted into the jawbones of a mice.Hormones in the animal���s bodies also reacted to the transplant and helped the teeth to grow.���This study demonstrates a technique that could lead to the development of bioengineered organ replacements, potentially providing a prelude to the ability to grow new, fully functional bioengineered organs inside the body from stem cells or other germ cells,��� said Takashi Tsuji, who led the study, reported in the journal Proceedings of the National Academy of Sciences.The technique could also be adapted to other organs, allowing hearts, lungs and kidneys to be grown inside the body to replace parts worn by age or damaged by disease, the Daily Telegraph reported on Tuesday.",1
16,"LONDON: Men who do household chores are more likely to marry a girl of their choice, and since British men are happy doing these chores, they score high, according to a study conducted by the University of Oxford.The study suggests that if you want to settle down, your chances of getting married or living with someone are probably highest in Britain, the Scandinavian countries and the United States, where men more likely than their Australian counterparts to do the household chores and thereby make marriage a more attractive option to their nations' women.According to an Oxford economist, marriage and cohabiting rates in developed countries can be linked to attitudes towards the roles of men and women, and views on who is responsible for doing the housework and looking after the children.Both men and women have shown they are more likely to want a live-in relationship with the opposite sex if they think their partner will do a share of the housework and childcare duties.The study constructs an 'egalitarian index' of 12 developed countries, based on responses to questionnaires about gender, housework and childcare responsibilities.Norway and Sweden top the egalitarian index, with Britain in third place, followed by the United States.",1
17,Was she pregnant or not?,0
17,"Sukriti Kumar, 21, went to Dr Vishakha Munjal in Saket for an answer.",1
17,The corporate intern had got stone-drunk at a party some weeks earlier and didn���t remember if she and her partner had sex that night.,1
17,"���I was so drunk I never realized what happened,��� is what she told the doc.",0
17,"Familiar with taking emergency contraceptive (EC) pills, she didn���t worry much once her periods started.",1
17,"But later, Sukriti had a nagging doubt that something wasn���t right when there was excessive bleeding.Gynecologists are handling a sharp spike in such cases of menstrual complications among young adult women who are arbitrarily and repeatedly using OTC EC pills and abortion pills (for foetuses upto 45 days old).",1
17,"���They check dosage on the internet, do their own calculations.",0
17,"Not understanding the consequences, they land up with incomplete abortions.",0
17,"They are scared about the uncontrollable bleeding, or not getting their periods,��� says Dr Shilpi Tiwari, adding that more than 50% of her clients are in the 18 to early 20s age-group, all with pill-related complications.Widely advertized ECs like I-Pill and Unwanted 72 are popular.",0
17,"They are, however, being used not in emergency but as casual contraception.",0
17,"���When you���re with your boyfriend, you don���t want to use condoms,��� says D Bina, a 21-year-old job-hunting graduate.",1
17,Complications?,0
17,���At times.,0
17,"But you prefer sex without a condom,��� she reiterates.",0
17,"In such cases, it���s ECs to the rescue.",0
17,Frequent use?,0
17,"���Some put on weight, others don���t feel right.",0
17,"But the body gets used to it,��� she says.",0
18,CHENNAI: Why is every alternate person in rural India above the age of 40 blinded by cataract when only one in five in cities has the disease?,0
18,This was the question that troubled a group of researchers at Sankara Nethralaya in the city nearly two years ago.,0
18,"Today, they have an answer exposure to ultraviolet radiation.The team, comprising optometrists and ophthalmologists, found that though the level of ultraviolet radiation was higher in Chennai than in neighbouring Tiruvallur due to pollution, ocular exposure to these rays was higher in the rural areas than in the city, increasing the risk.",1
18,"""Our study shows that it's clearly because of the lifestyle changes most city residents have adopted,"" said Dr Ronnie George, consultant, Sankara Nethralaya.",1
18,"Screening the profiles of over 800 people equally divided in urban and rural areas the team calculated ""the lifetime ocular UV exposure"" in rural and urban areas.",1
18,"""The study proved that no matter where they are or what they do agriculture, poultry or construction labour hats and/or sunglasses are required to block ultraviolet rays from the eye.",0
18,"It has got to do more with common sense than style,"" he said.Arivunidhi K, 47, an agricultural labourer who was operated for cataract in June, understands this very well.",0
18,"""Almost every working member of my family has disease.",0
18,"It progressed faster in my wife and she was operated last year,"" he said.",0
18,"While Arivunidhi and his wife Kalaiselvi are among the few lucky ones, many aren't.A cataract is a clouding of the lens.",0
18,"India is now home to more than 15 million blind, the bulk of which is due to cataract and therefore reversible.",0
18,"A recent study on cataract conducted by the hospital, in which 7,774 patients were screened, showed that nearly 50% of rural citizens above 40 years were affected.",0
18,"In the urban areas, nearly 20% were affected.Cataracts are classified according to where they occur.",0
18,The cataract linked to ultraviolet exposure is the cortical cataract and forms in the outer layer of the lens.,1
18,"People with higher lifetime ocular exposure were more at risk for this type of cataract than those with the lowest exposure.Lifetime ocular exposure is calculated with formulae the scientists developed based on an individual's case history, including profession, hours of stay in the sun and place of residence.",0
18,The hospital sourced the dosage of ultraviolet radiation from Tropospheric Emission Monitoring Systems.,1
18,"According to the international initiative that studies ozone depletion, the UV index in Tiruvallur was 6.9 and in Chennai 7.1.Since January, the team also measured the extent of ultraviolet radiation in Chennai and the neighbouring districts.",0
18,"""We exposed polysulfone strips, which are capable of absorbing the UV flux from sunlight, and then read the measurement under a collimator, a device that narrows a beam of particles or waves.",0
18,"The gap between the city and the rural areas was evident in this as well,"" said Rashima Asokan, an optometrist.Studies have shown that extensive exposure to sunlight, particularly ultraviolet B radiation, could increase the risk of a major form of cataracts, besides skin cancer.",1
18,"UV-A radiation is more associated with tanning of the skin.Going by the radiation level, Chennai should have been at a greater risk.",1
18,"""'We looked at the wherefore, not the why,"" Dr George said.",0
18,The analysis gave the answers.,0
18,The lifetime ocular exposure for an urbanite was 1.32 against 3.16 for those in the rural areas.That clearly explained why people in rural areas got the disease at least five years earlier than their counterparts in the city or why the incidence was more than double.,0
18,"""Where there is enough sun to give sunburns, it's only wise to block the sun.",0
18,"If glasses are not affordable, we would prescribe at least a hat,"" said Rashima.",0
19,"CHENNAI: India, already the diabetic capital of the world, is heading towards a diabetic explosion, with 70 million people to be affected by 2015, a decade ahead of expectations.",1
19,"Fuelling the alarming trend is the rise in diabetes prevalence in rural areas.The unexpected surge has forced the Diabetes Atlas, a global report on the disorder, to plan a revision of the India-specific numbers in October.",1
19,"���A recent study we did in Chennai and Kancheepuram shows an increase in prevalence of 40% in urban areas in six years, and 49% in rural areas in three years.",1
19,"This proves the general hypothesis of diabetes affecting more urbanites than rural people wrong,��� says Indian Diabetes Research Foundation president Dr A Ramachandran.According to Diabetes Atlas published in 2007, there are 246 million diabetics across the world, with 80% of them in the developing and underdeveloped countries.",0
19,"India, according to these statistics, has 40.9 million diabetics, closely followed by China with 39.8 million diabetics.",1
19,"It was predicted that by 2025, India will have 69.9 million people and China will have 59.3 million people with diabetics.���When the atlas was released, the hypothesis was that the prevalence in cities was higher than in rural areas.",0
19,Now it looks like there is a change.,0
19,We need to see how many states in India show the same trend.,0
19,"That will help us revise the policies and strategies to battle diabetes,��� says Ramachandran, who is to be part of the committee working out the revised data.The shift, according to Endocrine Diagnostic Centre and Diabetes Care Centre medical director Dr S Murthy, is possibly because of the urbanisation of rural areas.",0
19,"���Changing lifestyles and gentic factors lead to metabolic disorders,��� he says.",0
19,"Dr V Mohan, who heads the Madras Diabetes Research Foundation, says the country is now at a crossroads and the gap between urban-rural incidence of the disorder is decreasing.",0
19,���It happens differently in different places.,0
19,"In Kerala, the incidence is already higher in rural areas,��� he says.Dr Anoop Misra, who heads the department of diabetology at Fortis Hospital in Delhi says a country-wide study is required before revision.",0
19,���No formula evolved to extrapolate a region-specific study will be error-free.,0
19,"The incidence is increasing in some rural areas, but that may be true only of Delhi, Maharashtra, Tamil Nadu, AP, Karnataka and West Bengal.",1
20,"NEW YORK: Don't text while driving as a new study suggests that doing so increases the risk of a crash much more than talking or listening on a mobile phone.The Virginia Tech Transportation Institute said texting while driving ""increases the risk of a crash much more than previous studies have concluded with motorists taking their eyes off the road longer than they do when talking or listening on their cell phones.",1
20,"""The institute used cameras to continuously observe light vehicle drivers and truckers for more than 6 million miles.",1
20,"It found that when drivers of heavy trucks texted, their collision risk was 23 times greater than when not texting, local media reported.Dialing a cell phone and using or reaching for an electronic device while driving increased risk of collision about six times in cars and trucks, the study said.Recent research using driving simulators suggested that talking and listening were as dangerous as texting, but the ""naturalistic driving studies clearly indicate that this is not the case,"" the local media quoted a release from the institute as saying.",1
20,"""The risks of texting generally applied to all drivers, not just truckers,"" the researchers said.",1
21,"NEW YORK: A compound in beet plant that gives the vegetable its distinctive red colour may help slow the progression of Alzheimer 's disease, a study claims.Researchers at the University of South Florida in the US found that the compound could slow the accumulation of misfolded proteins in the brain, a process associated with Alzheimer's.The discovery could lead to the development of drugs that may alleviate some of the long-term effects of the disease, the world's leading cause of dementia, researchers said.",1
21,"""Our data suggest that betanin, a compound in beet extract, shows some promise as an inhibitor of certain chemical reactions in the brain that are involved in the progression of Alzheimer's disease,"" said Li-June Ming from University of South Florida.",1
21,"""This is just a first step, but we hope that our findings will encourage other scientists to look for structures similar to betanin that could be used to synthesise drugs that could make life a bit easier for those who suffer from this disease,"" said Ming, who presented the research at the national meeting of the American Chemical Society ACS ).Scientists are still trying to figure out what causes this progressive and irreversible brain disorder.However, one prime suspect is beta-amyloid, a sticky protein fragment, or peptide, that accumulates in the brain, disrupting communication between brain cells called neurons.Much of this damage occurs, Ming said, when beta-amyloid attaches itself to metals such as iron or copper.These metals can cause beta-amyloid peptides to misfold and bind together in clumps that can promote inflammation and oxidation - a process similar to rusting - in nearby neurons, eventually killing them.Previous research conducted by other scientists suggests that beetroot juice can improve oxygen flow to the ageing brain and possibly improve cognitive performance.Ming and colleagues wanted to find out if betanin, a beet compound used in commercial dyes that readily binds to metals, could block the effects of copper on beta-amyloid and, in turn, prevent the misfolding of these peptides and the oxidation of neurons.They conducted a series of experiments involving 3,5 di-tert-butylcatechol, or DTBC.The scientists measured the oxidative reaction of DTBC when exposed to beta-amyloid only, beta-amyloid bound to copper, and copper-bound beta-amyloid in a mixture containing betanin.On its own, beta-amyloid caused little or no oxidation of DTBC, researchers said.",1
21,"However, as expected, beta-amyloid bound to copper induced substantial DTBC oxidation.When betanin was added to the copper-bound beta-amyloid mixture, the researchers found oxidation dropped by as much as 90 per cent, suggesting that misfolding of the peptides was potentially suppressed.",1
22,"LONDON: Malaria infections might be brought under control by managing the eating habits of infected people or animals, as a new study suggests that meal times are an important driver in enabling the disease to thrive.According to the study, tests in infected mice found that malaria parasites in the blood timed their daily multiplication rhythms to match when the animals were fed.When the mice's mealtime changed, the parasites altered the timing of when they invaded red blood cells, researchers said.",1
22,"""We were surprised by how strongly malaria infection responded to changes in the eating times of the mice they were infecting.",1
22,"This offers a new avenue for research,"" said lead author of the study, Kimberley Prior from the University of Edinburgh.",1
